"id","model","year","transmission","mileage","fueltype","tax","mpg","engineSize"
8493,"Fiesta",2018,"Manual",32675,"Petrol",145,56.5,1
11349,"Focus",2017,"Manual",38697,"Petrol",145,61.4,1
9809,"Focus",2019,"Manual",6337,"Petrol",145,58.9,1
5806,"Ka+",2017,"Manual",19653,"Petrol",145,57.7,1.2
3434,"Kuga",2017,"Manual",24000,"Diesel",145,54.3,2
9760,"Ka+",2019,"Manual",2000,"Petrol",150,48.7,1.2
17032,"Focus",2015,"Automatic",80208,"Petrol",160,44.8,1.6
16720,"Focus",2016,"Automatic",10703,"Petrol",160,44.8,1.6
9418,"Fiesta",2018,"Manual",11981,"Petrol",150,65.7,1
16976,"Mondeo",2008,"Manual",85500,"Petrol",300,35.8,2
1536,"EcoSport",2019,"Manual",1091,"Petrol",145,51.4,1
13546,"Focus",2009,"Manual",50000,"Petrol",205,42.2,1.6
2748,"Fiesta",2017,"Manual",36987,"Petrol",145,54.3,1.2
6828,"Fiesta",2018,"Manual",46240,"Petrol",145,56.5,1
4828,"Focus",2015,"Manual",27792,"Petrol",20,61.4,1
10295,"Fiesta",2017,"Manual",15987,"Petrol",145,54.3,1.2
2422,"EcoSport",2017,"Manual",42692,"Petrol",125,52.3,1
12842,"Fiesta",2019,"Manual",85,"Petrol",145,58.9,1
13607,"C-MAX",2008,"Manual",90000,"Petrol",200,40.9,1.6
15629,"Grand C-MAX",2011,"Manual",92785,"Petrol",200,40.9,1.6
6561,"Kuga",2018,"Manual",9748,"Diesel",145,64.2,1.5
14937,"Fiesta",2015,"Manual",31994,"Diesel",0,76.4,1.5
3523,"Galaxy",2016,"Manual",21744,"Diesel",125,56.5,2
10385,"Fiesta",2018,"Manual",21452,"Petrol",145,65.7,1
10524,"Focus",2018,"Manual",2596,"Petrol",145,60.1,1
2125,"Ka+",2017,"Manual",7176,"Petrol",145,57.7,1.2
13728,"EcoSport",2014,"Manual",50666,"Petrol",125,53.3,1
14074,"Focus",2019,"Manual",1625,"Petrol",145,58.9,1
2979,"Kuga",2017,"Manual",34912,"Diesel",125,60.1,2
17636,"Kuga",2017,"Automatic",33211,"Petrol",240,38.2,1.5
15231,"Fiesta",2016,"Manual",38830,"Petrol",0,65.7,1
6443,"Kuga",2017,"Manual",21615,"Diesel",125,60.1,2
9608,"Puma",2019,"Manual",68,"Petrol",150,50.4,1
16111,"Fiesta",2007,"Manual",63000,"Petrol",145,47.1,1.2
12640,"Fiesta",2016,"Manual",25419,"Petrol",20,62.8,1
3282,"B-MAX",2017,"Manual",16981,"Petrol",150,55.4,1
9290,"Focus",2016,"Manual",40580,"Diesel",0,74.3,1.5
9172,"Kuga",2016,"Manual",24470,"Diesel",150,54.3,2
3315,"Fiesta",2017,"Manual",23091,"Petrol",125,54.3,1.2
8037,"Kuga",2017,"Manual",18533,"Diesel",145,54.3,2
5789,"Fiesta",2018,"Manual",11683,"Petrol",150,65.7,1
10748,"Mondeo",2019,"Manual",10281,"Diesel",145,51.4,2
11906,"Fiesta",2018,"Semi-Auto",11517,"Petrol",145,54.3,1
5964,"Focus",2019,"Manual",5396,"Petrol",145,60.1,1
10710,"B-MAX",2016,"Semi-Auto",29600,"Petrol",160,44.1,1.6
4946,"Focus",2014,"Manual",30500,"Diesel",20,67.3,1.6
3591,"Fiesta",2020,"Manual",3862,"Petrol",150,49.6,1
4258,"Kuga",2019,"Manual",5003,"Petrol",145,39.2,1.5
5658,"C-MAX",2017,"Manual",20491,"Petrol",30,55.4,1
10153,"Fiesta",2018,"Manual",13097,"Petrol",145,56.5,1
16576,"KA",2011,"Manual",64304,"Petrol",30,57.7,1.2
10468,"Grand C-MAX",2018,"Manual",10652,"Petrol",145,47.1,1
5891,"EcoSport",2018,"Manual",23034,"Petrol",145,54.3,1
8520,"Fiesta",2019,"Manual",7259,"Petrol",145,58.9,1
3185,"Focus",2018,"Manual",30370,"Petrol",145,58.9,1
6923,"Ka+",2018,"Manual",22974,"Petrol",150,48.7,1.2
17538,"Mondeo",2017,"Automatic",63330,"Hybrid",0,67.3,2
7111,"Fiesta",2019,"Manual",10724,"Petrol",145,40.3,1.5
15736,"Fiesta",2019,"Manual",14948,"Petrol",145,65.7,1
17916,"Fiesta",2018,"Manual",9377,"Petrol",145,64.2,1.1
15620,"Focus",2017,"Automatic",21693,"Petrol",150,51.4,1
11147,"Fiesta",2018,"Semi-Auto",6476,"Petrol",145,48.7,1
8552,"Fiesta",2019,"Automatic",3765,"Petrol",145,48.7,1
10813,"Fiesta",2018,"Manual",35880,"Petrol",145,62.8,1
2175,"Kuga",2019,"Manual",10568,"Diesel",145,54.3,1.5
6053,"Fiesta",2017,"Manual",13196,"Petrol",0,65.7,1
3172,"Fiesta",2013,"Manual",43500,"Diesel",0,76.4,1.5
3085,"Kuga",2016,"Automatic",13179,"Petrol",240,38.2,1.5
758,"Focus",2018,"Manual",27277,"Diesel",145,74.3,1.5
8891,"Fiesta",2019,"Manual",12,"Petrol",145,55.4,1
13780,"Kuga",2017,"Manual",23000,"Diesel",150,54.3,2
17873,"Ka+",2018,"Manual",16414,"Petrol",145,57.7,1.2
3325,"Fiesta",2018,"Manual",34064,"Petrol",145,64.2,1.1
15550,"C-MAX",2017,"Manual",20784,"Petrol",30,55.4,1
4028,"Fiesta",2013,"Manual",13969,"Petrol",30,54.3,1.2
14969,"Focus",2015,"Manual",33496,"Diesel",0,74.3,1.5
16881,"Focus",2017,"Manual",18006,"Diesel",145,74.3,1.5
17314,"Fiesta",2016,"Manual",34300,"Petrol",0,65.7,1
11949,"Focus",2019,"Automatic",4500,"Petrol",150,50.4,1
813,"Focus",2014,"Manual",32541,"Diesel",20,67.3,1.6
9449,"Fiesta",2017,"Manual",34740,"Petrol",0,65.7,1
6071,"S-MAX",2015,"Manual",24421,"Petrol",165,43.5,1.5
1443,"C-MAX",2016,"Manual",56000,"Diesel",20,68.9,1.5
13084,"Fiesta",2018,"Manual",25059,"Petrol",145,40.3,1.5
9756,"Focus",2017,"Manual",3184,"Diesel",145,74.3,1.5
10933,"Focus",2018,"Manual",21901,"Diesel",150,67.3,2
14808,"EcoSport",2015,"Manual",31141,"Petrol",125,52.3,1
1325,"Fiesta",2014,"Manual",43904,"Petrol",30,54.3,1.2
11035,"Fiesta",2014,"Manual",40119,"Petrol",30,54.3,1.2
8775,"Focus",2018,"Manual",9699,"Petrol",145,58.9,1
7168,"Focus",2017,"Automatic",14882,"Diesel",145,61.4,2
3029,"EcoSport",2017,"Manual",31087,"Petrol",125,53.3,1
14273,"Fiesta",2016,"Manual",24162,"Petrol",125,54.3,1.2
9141,"Fiesta",2018,"Manual",11000,"Petrol",150,65.7,1
12171,"EcoSport",2018,"Manual",10000,"Petrol",145,54.3,1
14674,"Focus",2016,"Manual",49470,"Diesel",0,74.3,1.5
15790,"Fiesta",2017,"Manual",21518,"Petrol",145,62.8,1
1881,"Fiesta",2019,"Manual",10616,"Petrol",145,58.9,1
14401,"Fiesta",2015,"Manual",74133,"Petrol",0,65.7,1
11207,"Ka+",2019,"Manual",8,"Petrol",145,43.5,1.2
5996,"Focus",2018,"Manual",20294,"Petrol",145,41.5,2
1895,"Fiesta",2017,"Manual",14350,"Petrol",145,64.2,1.1
15948,"Focus",2015,"Manual",13946,"Diesel",0,74.3,1.5
648,"KA",2014,"Manual",30658,"Petrol",30,57.7,1.2
15139,"EcoSport",2017,"Manual",24891,"Petrol",125,52.3,1
12270,"Focus",2017,"Manual",17959,"Petrol",200,41.5,2
15063,"Fiesta",2018,"Manual",11173,"Petrol",150,56.5,1
1288,"Fiesta",2016,"Manual",38830,"Petrol",0,65.7,1
6185,"Focus",2018,"Manual",9795,"Petrol",145,58.9,1
13578,"Mondeo",2011,"Manual",62000,"Diesel",145,53.3,2
5474,"Fiesta",2018,"Manual",12644,"Petrol",145,65.7,1
9780,"Focus",2017,"Manual",24951,"Diesel",145,74.3,1.5
2850,"Focus",2013,"Manual",71250,"Diesel",20,67.3,1.6
17396,"KA",2018,"Manual",10691,"Petrol",150,47.9,1.2
12601,"Mustang",2020,"Manual",100,"Petrol",145,22.8,5
17778,"Galaxy",2016,"Automatic",24664,"Diesel",150,52.3,2
5531,"Kuga",2019,"Manual",12120,"Diesel",145,45.6,1.5
632,"Fiesta",2015,"Manual",42477,"Petrol",30,54.3,1.2
8824,"Focus",2013,"Manual",74015,"Diesel",20,67.3,1.6
9072,"EcoSport",2018,"Manual",10996,"Petrol",145,54.3,1
14462,"Fiesta",2014,"Manual",30000,"Petrol",0,65.7,1
16097,"B-MAX",2013,"Automatic",25000,"Petrol",160,44.1,1.6
17622,"Focus",2016,"Manual",30898,"Diesel",20,67.3,2
6303,"C-MAX",2016,"Manual",21895,"Petrol",30,55.4,1
1569,"Fiesta",2018,"Manual",8151,"Petrol",150,58.9,1
14418,"Kuga",2013,"Manual",50834,"Diesel",145,53.3,2
5440,"Focus",2019,"Manual",6499,"Petrol",145,34.5,2.3
5547,"Fiesta",2018,"Manual",25884,"Petrol",145,60.1,1
8850,"Fiesta",2017,"Manual",25456,"Petrol",145,65.7,1
15538,"Fiesta",2017,"Automatic",6794,"Petrol",0,57.7,1
14025,"Focus",2016,"Manual",90000,"Diesel",0,74.3,1.5
16556,"Kuga",2016,"Manual",52416,"Diesel",125,60.1,2
3459,"Ka+",2018,"Manual",34545,"Petrol",145,57.7,1.2
14534,"EcoSport",2018,"Automatic",5603,"Petrol",145,48.7,1
10568,"Fiesta",2016,"Semi-Auto",15590,"Petrol",0,57.7,1
14643,"Grand C-MAX",2016,"Manual",45690,"Diesel",30,64.2,1.5
14845,"Focus",2019,"Manual",10222,"Diesel",145,74.3,1.5
6555,"Grand C-MAX",2016,"Automatic",17334,"Diesel",30,58.9,1.5
4676,"Fiesta",2018,"Manual",5643,"Petrol",145,64.2,1.1
15609,"Fiesta",2018,"Manual",33913,"Petrol",145,65.7,1
13238,"Kuga",2017,"Manual",31926,"Diesel",145,60.1,2
12763,"Fiesta",2018,"Automatic",31190,"Petrol",145,54.3,1
11171,"Focus",2017,"Manual",22075,"Diesel",0,74.3,1.5
6813,"Fiesta",2016,"Manual",54927,"Diesel",0,78.5,1.5
8011,"Focus",2016,"Manual",24432,"Diesel",20,67.3,2
10400,"Focus",2018,"Manual",21235,"Diesel",145,80.7,1.5
15289,"Fiesta",2016,"Semi-Auto",18708,"Petrol",145,47.9,1.6
1747,"Focus",2019,"Automatic",13746,"Petrol",150,50.4,1
3960,"Kuga",2018,"Automatic",33421,"Diesel",145,54.3,2
17282,"Fiesta",2016,"Manual",31000,"Petrol",0,65.7,1
3775,"Fiesta",2017,"Manual",34280,"Petrol",0,65.7,1
12310,"Kuga",2019,"Manual",11799,"Diesel",145,39.2,2
17395,"KA",2017,"Manual",19599,"Petrol",150,57.7,1.2
15669,"Focus",2018,"Manual",25465,"Diesel",145,74.3,1.5
4431,"KA",2014,"Manual",14512,"Petrol",30,57.7,1.2
11738,"Fiesta",2014,"Manual",42894,"Diesel",0,76.4,1.5
11180,"Kuga",2018,"Manual",4883,"Diesel",145,47.9,1.5
5500,"EcoSport",2018,"Manual",17679,"Petrol",145,54.3,1
11050,"Fiesta",2015,"Manual",33000,"Petrol",0,65.7,1
17250,"Fiesta",2010,"Manual",94000,"Petrol",125,50.4,1.2
7504,"Kuga",2017,"Manual",19106,"Diesel",145,64.2,1.5
16308,"Focus",2016,"Manual",71350,"Diesel",0,74.3,1.5
883,"Focus",2013,"Manual",41250,"Petrol",30,56.5,1
9950,"Fiesta",2017,"Manual",11720,"Petrol",145,65.7,1
13993,"Fiesta",2017,"Manual",24000,"Petrol",145,65.7,1
8031,"Fiesta",2017,"Manual",31788,"Petrol",145,65.7,1
3410,"Fiesta",2017,"Manual",16920,"Petrol",145,54.3,1.2
11981,"EcoSport",2017,"Semi-Auto",9148,"Petrol",160,44.8,1.5
5219,"Fiesta",2017,"Semi-Auto",19253,"Petrol",0,57.7,1
10908,"S-MAX",2016,"Semi-Auto",25329,"Diesel",125,52.3,2
12296,"Fiesta",2017,"Manual",20878,"Petrol",145,65.7,1
1376,"Fiesta",2017,"Manual",19068,"Petrol",145,65.7,1
8142,"Fiesta",2015,"Manual",19432,"Petrol",30,54.3,1.2
198,"Kuga",2017,"Manual",51772,"Diesel",125,60.1,2
1259,"Fiesta",2016,"Manual",26295,"Petrol",0,65.7,1
16361,"Fiesta",2014,"Manual",73000,"Petrol",0,65.7,0
15229,"Focus",2015,"Manual",50000,"Petrol",20,60.1,1
7389,"Fiesta",2017,"Manual",6650,"Petrol",145,64.2,1.1
13429,"Kuga",2019,"Manual",2000,"Diesel",150,38.2,2
13351,"S-MAX",2017,"Automatic",16000,"Petrol",260,35.8,2
4863,"B-MAX",2017,"Semi-Auto",34961,"Petrol",160,44.1,1.6
1387,"Fiesta",2014,"Manual",23576,"Petrol",0,65.7,1
1552,"Focus",2019,"Manual",6852,"Petrol",145,60.1,1
2912,"Fiesta",2019,"Manual",5744,"Petrol",145,48.7,1.1
2602,"Focus",2015,"Manual",33000,"Diesel",20,67.3,2
17959,"C-MAX",2019,"Manual",13359,"Petrol",145,48.7,1
9689,"Fiesta",2017,"Manual",8660,"Petrol",145,64.2,1.1
7188,"C-MAX",2014,"Manual",61751,"Petrol",30,55.4,1
4666,"Focus",2018,"Manual",10901,"Petrol",145,41.5,2
13732,"Mondeo",2015,"Semi-Auto",31255,"Diesel",125,58.9,2
11030,"Focus",2018,"Manual",16819,"Petrol",145,61.4,1
2595,"Focus",2019,"Manual",2000,"Petrol",145,58.9,1
12965,"C-MAX",2018,"Manual",16431,"Petrol",145,55.4,1
13096,"Focus",2019,"Manual",3500,"Diesel",145,50.4,2
10187,"Fiesta",2017,"Manual",15438,"Petrol",145,65.7,1
11352,"EcoSport",2018,"Manual",23387,"Petrol",145,54.3,1
4413,"Galaxy",2017,"Manual",28310,"Diesel",125,56.5,2
14120,"Focus",2015,"Manual",45000,"Diesel",20,67.3,2
860,"Ka+",2017,"Manual",5668,"Petrol",145,57.7,1.2
13858,"B-MAX",2017,"Manual",13395,"Petrol",145,55.4,1
16407,"S-MAX",2006,"Manual",120000,"Diesel",210,44.1,2
16193,"Fiesta",2019,"Manual",10956,"Petrol",145,58.9,1
15444,"Fiesta",2016,"Manual",35865,"Petrol",0,65.7,1
11179,"Fiesta",2017,"Manual",24270,"Petrol",145,65.7,1
15294,"Fiesta",2017,"Manual",31902,"Petrol",145,65.7,1
6978,"Tourneo Custom",2018,"Manual",8095,"Diesel",145,44.8,2
12650,"EcoSport",2019,"Semi-Auto",5512,"Petrol",150,45.6,1
1988,"Fiesta",2018,"Manual",20884,"Petrol",145,65.7,1
9233,"Focus",2013,"Manual",47729,"Petrol",235,39.2,2
2486,"Fiesta",2018,"Manual",33237,"Petrol",145,60.1,1
14425,"Fiesta",2016,"Automatic",16213,"Petrol",0,57.7,1
17101,"Focus",2009,"Manual",44482,"Petrol",330,30.1,2.5
7530,"Fiesta",2017,"Manual",14466,"Petrol",0,65.7,1
11444,"Puma",2019,"Manual",1218,"Petrol",145,50.4,1
6447,"Focus",2016,"Semi-Auto",5034,"Petrol",125,51.4,1
2510,"Fiesta",2015,"Manual",16427,"Petrol",0,65.7,1
4722,"Fiesta",2015,"Manual",32948,"Petrol",150,47.9,1.6
13066,"Focus",2020,"Manual",1421,"Petrol",145,49.6,1
7929,"Galaxy",2016,"Manual",33704,"Diesel",125,56.5,2
6527,"Fiesta",2018,"Manual",10844,"Petrol",145,64.2,1.1
2641,"Focus",2019,"Manual",11651,"Petrol",150,60.1,1
5356,"Fiesta",2017,"Manual",14398,"Petrol",145,65.7,1
14044,"Fiesta",2013,"Manual",91000,"Petrol",145,47.9,1.6
5036,"Fiesta",2018,"Manual",13032,"Petrol",145,62.8,1
14482,"Fiesta",2014,"Manual",53987,"Petrol",0,65.7,1
10670,"Fiesta",2018,"Manual",7526,"Petrol",145,65.7,1
3618,"Kuga",2017,"Manual",11855,"Diesel",145,60.1,2
10034,"Focus",2019,"Manual",20287,"Diesel",150,80.7,1.5
7154,"Focus",2017,"Semi-Auto",35289,"Diesel",145,74.3,1.5
11188,"Kuga",2017,"Manual",23833,"Diesel",145,54.3,2
10289,"Focus",2015,"Manual",67680,"Diesel",20,67.3,1.6
5877,"Fiesta",2017,"Manual",10152,"Petrol",145,62.8,1
9867,"Puma",2020,"Manual",1543,"Petrol",145,50.4,1
8165,"Kuga",2016,"Manual",57740,"Diesel",125,60.1,2
12508,"Focus",2019,"Automatic",11228,"Petrol",145,48.7,1
14238,"Mondeo",2015,"Manual",9719,"Diesel",0,78.5,1.5
2300,"Focus",2016,"Manual",39000,"Diesel",0,74.3,1.5
12625,"Kuga",2019,"Manual",10786,"Petrol",145,34.4,1.5
6056,"EcoSport",2015,"Manual",24409,"Petrol",125,52.3,1
3258,"EcoSport",2018,"Manual",8169,"Petrol",145,53.3,1
14701,"Mondeo",2015,"Manual",25627,"Diesel",0,78.5,1.5
7221,"Focus",2013,"Manual",52632,"Petrol",20,58.9,1
8620,"Focus",2018,"Manual",20881,"Diesel",145,67.3,2
11636,"Mondeo",2017,"Automatic",18290,"Petrol",145,44.8,1.5
8410,"Focus",2018,"Manual",16475,"Diesel",150,74.3,1.5
15718,"Fiesta",2012,"Manual",67000,"Diesel",20,68.9,1.6
3762,"Fiesta",2017,"Manual",12302,"Petrol",0,65.7,1
6958,"EcoSport",2018,"Manual",20735,"Diesel",145,64.2,1.5
1064,"Focus",2018,"Manual",17330,"Petrol",145,51.4,1.5
956,"Fiesta",2016,"Manual",32408,"Petrol",0,65.7,1
15982,"Fiesta",2013,"Manual",73611,"Diesel",0,76.4,1.5
12841,"Focus",2019,"Automatic",7000,"Petrol",145,51.4,1
6500,"Fiesta",2019,"Manual",1546,"Petrol",145,58.9,1
845,"Fiesta",2014,"Manual",54249,"Petrol",30,54.3,1.2
9456,"Fiesta",2017,"Manual",4798,"Petrol",145,65.7,1
12884,"Kuga",2019,"Manual",1469,"Petrol",145,39.2,1.5
17674,"S-MAX",2015,"Manual",42020,"Diesel",145,54.3,1.6
3758,"Fiesta",2016,"Manual",27928,"Diesel",0,78.5,1.5
12581,"C-MAX",2017,"Manual",14251,"Diesel",20,68.9,1.5
11931,"C-MAX",2014,"Manual",30918,"Diesel",30,61.4,1.6
10595,"Fiesta",2016,"Manual",30468,"Petrol",0,65.7,1
8248,"Fiesta",2018,"Manual",9423,"Petrol",145,55.4,1.1
14225,"Focus",2017,"Manual",21399,"Petrol",145,57.7,1
14174,"Fiesta",2017,"Manual",21780,"Petrol",0,65.7,1
1976,"Fiesta",2016,"Manual",7917,"Petrol",0,65.7,1
12878,"Fiesta",2015,"Manual",21930,"Petrol",0,65.7,1
10445,"Focus",2015,"Manual",51205,"Diesel",20,67.3,1.6
2327,"Focus",2019,"Manual",2369,"Petrol",150,49.6,1
6989,"B-MAX",2018,"Manual",7834,"Diesel",145,74.3,1.5
10298,"Galaxy",2016,"Manual",53164,"Diesel",125,56.5,2
10408,"B-MAX",2017,"Semi-Auto",18974,"Petrol",165,44.1,1.6
11246,"Fiesta",2017,"Semi-Auto",9016,"Petrol",0,57.7,1
4571,"Fiesta",2018,"Manual",22988,"Petrol",145,56.5,1
9296,"Fiesta",2015,"Manual",20060,"Petrol",125,54.3,1.2
12926,"Focus",2018,"Manual",43782,"Petrol",145,60.1,1
13143,"Focus",2019,"Automatic",13895,"Petrol",150,42.8,1
8312,"Focus",2018,"Manual",16392,"Petrol",145,57.7,1
15107,"Kuga",2017,"Manual",38181,"Petrol",165,45.6,1.5
7288,"Focus",2016,"Manual",41741,"Diesel",0,74.3,1.5
9761,"Fiesta",2016,"Manual",53000,"Petrol",145,47.9,1.6
8344,"Kuga",2018,"Manual",11950,"Petrol",145,39.2,1.5
16402,"S-MAX",2010,"Manual",71363,"Diesel",200,47.1,2
11024,"Focus",2013,"Manual",63424,"Petrol",30,56.5,1
7535,"Edge",2019,"Semi-Auto",7015,"Diesel",145,37.2,2
14013,"Kuga",2015,"Manual",50000,"Diesel",125,60.1,2
1952,"Ka+",2019,"Manual",6,"Petrol",145,43.5,1.2
13496,"EcoSport",2020,"Manual",100,"Petrol",150,53.3,1
15002,"Focus",2018,"Manual",18227,"Diesel",145,80.7,1.5
3946,"Ka+",2017,"Manual",27914,"Petrol",150,57.7,1.2
806,"Kuga",2015,"Manual",37203,"Diesel",125,60.1,2
788,"Focus",2017,"Manual",28732,"Petrol",145,61.4,1
17148,"Fiesta",2017,"Manual",12901,"Petrol",150,65.7,1
1409,"Focus",2017,"Manual",30493,"Diesel",145,74.3,1.5
16618,"Mondeo",2018,"Automatic",34300,"Diesel",145,45.6,2
8497,"Focus",2019,"Manual",9304,"Petrol",145,60.1,1
11043,"Fiesta",2016,"Manual",13893,"Petrol",0,65.7,1
13149,"EcoSport",2019,"Manual",15726,"Petrol",150,53.3,1
15439,"Fiesta",2016,"Manual",17586,"Petrol",0,65.7,1
4444,"EcoSport",2016,"Manual",23444,"Diesel",30,64.2,1.5
7856,"Fiesta",2018,"Manual",14186,"Petrol",145,65.7,1
6414,"Kuga",2019,"Automatic",1000,"Petrol",145,28.8,1.5
8861,"EcoSport",2018,"Manual",9720,"Diesel",145,58.9,1.5
15346,"Fiesta",2017,"Manual",27804,"Petrol",20,62.8,1
9907,"Fiesta",2013,"Manual",45740,"Petrol",30,54.3,1.2
2522,"Focus",2017,"Manual",14087,"Petrol",200,41.5,2
2821,"Focus",2016,"Manual",15440,"Diesel",20,67.3,2
8906,"Focus",2013,"Manual",47769,"Diesel",20,67.3,1.6
12887,"Focus",2019,"Automatic",17,"Petrol",145,50.4,1
10353,"Focus",2019,"Automatic",16424,"Diesel",145,67.3,1.5
5296,"Fiesta",2017,"Manual",12802,"Petrol",0,65.7,1
12811,"Fiesta",2013,"Manual",48133,"Petrol",30,54.3,1.2
12577,"Focus",2015,"Manual",32388,"Petrol",20,61.4,1
2751,"Focus",2014,"Manual",40412,"Petrol",30,56.5,1
10828,"Puma",2019,"Manual",883,"Petrol",145,51.4,1
13208,"Fiesta",2020,"Manual",25,"Petrol",145,56.5,1
8481,"B-MAX",2013,"Manual",31472,"Petrol",30,57.7,1
17106,"Fiesta",2018,"Manual",11371,"Petrol",150,64.2,1.1
13033,"Focus",2018,"Manual",16287,"Petrol",145,57.7,1
4892,"Kuga",2017,"Manual",36609,"Diesel",125,60.1,2
4144,"Focus",2018,"Manual",11206,"Petrol",145,57.7,1
5578,"Fiesta",2013,"Manual",49580,"Petrol",30,54.3,1.2
5798,"Kuga",2018,"Automatic",15524,"Diesel",145,58.9,1.5
5910,"Focus",2018,"Manual",22052,"Petrol",145,60.1,1
2648,"Focus",2017,"Manual",16549,"Diesel",150,74.3,1.5
4164,"Fiesta",2014,"Manual",63000,"Petrol",20,62.8,1
15697,"C-MAX",2014,"Manual",31000,"Diesel",120,55.4,2
6347,"Mondeo",2017,"Semi-Auto",30000,"Diesel",150,58.9,2
14390,"Edge",2018,"Automatic",15471,"Diesel",145,48.7,2
514,"Focus",2016,"Manual",61379,"Diesel",0,74.3,1.5
5855,"Fiesta",2018,"Manual",28208,"Petrol",145,56.5,1
1177,"Fiesta",2017,"Manual",10802,"Petrol",145,65.7,1
867,"Fiesta",2017,"Manual",21302,"Petrol",125,54.3,1.2
17780,"Grand C-MAX",2017,"Manual",22235,"Diesel",30,64.2,1.5
5485,"Focus",2017,"Automatic",24187,"Diesel",30,61.4,2
16201,"Mustang",2019,"Automatic",11,"Petrol",145,30.7,2.3
6218,"Focus",2018,"Manual",19017,"Petrol",145,41.5,2
768,"Fiesta",2014,"Manual",31064,"Petrol",30,54.3,1.2
14930,"Fiesta",2015,"Manual",15107,"Petrol",0,65.7,1
5188,"Focus",2019,"Manual",10235,"Petrol",145,60.1,1
5319,"Kuga",2019,"Manual",15088,"Diesel",145,39.2,2
7899,"Focus",2019,"Manual",8,"Petrol",145,60.1,1
12683,"Kuga",2016,"Manual",22132,"Diesel",30,64.2,1.5
12536,"Fiesta",2017,"Manual",15915,"Petrol",145,65.7,1
2242,"KA",2015,"Manual",12864,"Petrol",30,57.7,1.2
14268,"Focus",2019,"Automatic",3824,"Diesel",145,64.2,2
3538,"Kuga",2019,"Semi-Auto",53825,"Diesel",145,42.2,2
5744,"EcoSport",2017,"Manual",10249,"Petrol",125,53.3,1
3015,"Fiesta",2015,"Manual",37110,"Petrol",125,54.3,1.2
4420,"EcoSport",2017,"Manual",20846,"Petrol",125,52.3,1
10903,"Fiesta",2019,"Semi-Auto",8383,"Petrol",145,48.7,1
226,"Kuga",2018,"Manual",3044,"Petrol",145,39.2,1.5
6350,"Kuga",2014,"Automatic",40221,"Petrol",235,38.2,1.5
5708,"Fiesta",2017,"Manual",14186,"Petrol",145,65.7,1
2216,"Fiesta",2018,"Manual",5029,"Petrol",145,65.7,1
17347,"Fiesta",2008,"Manual",103000,"Petrol",150,47.1,1.2
6089,"Ka+",2017,"Manual",25088,"Petrol",145,57.7,1.2
1024,"B-MAX",2016,"Manual",24917,"Petrol",30,57.7,1
15291,"Kuga",2015,"Manual",33962,"Diesel",125,60.1,2
6550,"Fiesta",2019,"Manual",9708,"Petrol",145,58.9,1
8927,"Focus",2019,"Manual",7539,"Petrol",150,60.1,1
1199,"Focus",2018,"Manual",13218,"Diesel",145,80.7,1.5
11874,"Fiesta",2019,"Manual",2420,"Petrol",145,48.7,1.1
1358,"Tourneo Custom",2018,"Automatic",26909,"Diesel",145,31.7,2
7300,"Focus",2017,"Manual",13711,"Petrol",20,60.1,1
17798,"S-MAX",2019,"Automatic",13200,"Diesel",145,53.3,2
10148,"Focus",2018,"Manual",13500,"Petrol",145,60.1,1
3739,"Focus",2017,"Manual",28414,"Diesel",0,74.3,1.5
190,"Fiesta",2019,"Manual",11130,"Petrol",145,58.9,1
13713,"Focus",2016,"Manual",33812,"Petrol",125,51.4,1.5
576,"Focus",2017,"Manual",45854,"Petrol",150,41.5,2
573,"Focus",2017,"Manual",28761,"Petrol",20,60.1,1
11456,"Kuga",2018,"Manual",24492,"Diesel",145,54.3,2
13675,"EcoSport",2016,"Manual",14100,"Petrol",125,53.3,1
9059,"Fiesta",2014,"Manual",25702,"Petrol",0,65.7,1
8729,"Focus",2018,"Manual",15918,"Petrol",145,60.1,1
5456,"S-MAX",2018,"Manual",16583,"Diesel",145,56.5,2
1158,"Grand Tourneo Connect",2016,"Manual",47548,"Diesel",30,64.2,1.5
14051,"Fiesta",2016,"Manual",25000,"Petrol",20,62.8,1
9264,"Puma",2019,"Manual",1085,"Petrol",145,51.4,1
16054,"Kuga",2018,"Manual",18257,"Diesel",150,60.1,2
16599,"Focus",2018,"Automatic",14196,"Diesel",145,74.3,1.5
14755,"Focus",2011,"Manual",127544,"Petrol",150,47.9,1.6
17134,"Kuga",2017,"Semi-Auto",25788,"Diesel",150,54.3,2
10303,"EcoSport",2019,"Semi-Auto",1576,"Petrol",145,45.6,1
13945,"Mondeo",2017,"Manual",28304,"Diesel",150,62.8,2
14093,"Fiesta",2016,"Automatic",35000,"Petrol",0,57.7,1
17476,"B-MAX",2015,"Manual",34000,"Petrol",145,47.1,1.4
11997,"Focus",2017,"Manual",6179,"Diesel",145,74.3,1.5
3033,"Fiesta",2017,"Manual",3807,"Petrol",145,54.3,1.2
14492,"S-MAX",2012,"Automatic",39125,"Diesel",200,47.1,2
780,"Focus",2019,"Automatic",9694,"Diesel",145,64.2,2
7870,"Edge",2016,"Manual",30282,"Diesel",205,47.9,2
9012,"B-MAX",2016,"Manual",13488,"Diesel",0,74.3,1.5
8756,"Fiesta",2018,"Manual",33080,"Petrol",145,65.7,1
7489,"Fiesta",2015,"Manual",36182,"Petrol",0,65.7,1
