"ID","Warehouse_block","Mode_of_Shipment","Customer_care_calls","Customer_rating","Cost_of_the_Product","Prior_purchases","Product_importance","Gender","Discount_offered","Weight_in_gms"
10882,"B","Ship",3,2,123,4,"low","F",10,5891
3958,"B","Road",3,3,250,3,"low","F",5,4625
151,"D","Flight",4,4,220,2,"medium","F",7,2551
8278,"B","Ship",3,1,224,3,"low","F",1,4862
5282,"F","Ship",5,2,136,2,"low","M",3,1370
6271,"D","Ship",6,4,293,6,"low","F",7,1117
6520,"B","Ship",3,2,270,3,"medium","M",9,5873
1904,"F","Road",2,1,296,5,"medium","M",29,1648
9849,"A","Road",3,2,175,2,"low","M",9,4859
6401,"C","Ship",5,5,249,3,"low","M",1,4274
675,"A","Road",4,5,202,3,"low","F",6,2616
2099,"C","Ship",3,5,175,2,"low","F",40,1460
8182,"B","Ship",4,5,164,4,"low","F",4,5736
8339,"C","Road",4,4,229,5,"low","M",9,1361
1332,"F","Ship",4,4,255,2,"medium","M",29,2267
4865,"C","Ship",5,4,215,3,"low","F",5,5552
6116,"F","Ship",5,1,193,2,"medium","F",1,4450
5697,"A","Ship",3,1,183,2,"low","M",5,5329
5380,"B","Ship",3,5,258,3,"low","M",5,4314
3892,"B","Ship",3,4,243,2,"high","M",7,4024
4121,"C","Flight",4,3,208,2,"medium","F",1,5826
5385,"A","Ship",5,4,248,4,"medium","F",5,4271
10668,"F","Road",4,3,263,6,"medium","M",8,1123
8280,"F","Ship",4,1,282,4,"medium","M",10,5065
4165,"D","Ship",5,4,157,4,"low","M",9,4840
1436,"F","Ship",6,5,100,4,"medium","F",3,1440
6465,"A","Ship",5,4,216,3,"medium","F",2,5404
2528,"F","Ship",3,5,198,3,"low","M",2,3417
3097,"D","Ship",2,3,188,2,"high","M",25,2033
8641,"D","Flight",4,5,275,5,"medium","F",8,1093
3223,"D","Ship",3,4,223,2,"low","M",9,4211
1162,"B","Ship",5,2,167,8,"low","M",28,1921
6267,"A","Ship",2,1,211,3,"low","M",6,1760
8088,"F","Flight",4,1,164,3,"high","F",1,5492
8645,"C","Flight",5,1,255,5,"low","M",3,1574
4983,"A","Ship",3,3,262,7,"high","F",9,5097
8071,"D","Road",6,3,217,6,"medium","M",3,4209
884,"F","Ship",3,2,251,2,"low","F",5,3443
2623,"D","Ship",5,3,149,3,"medium","F",43,1005
4387,"D","Flight",3,2,257,2,"medium","F",1,4132
10362,"F","Ship",3,4,141,3,"medium","M",2,5512
4943,"C","Flight",5,2,156,5,"low","M",9,5237
6086,"F","Ship",4,5,217,3,"low","F",6,4848
5494,"B","Flight",3,5,256,2,"medium","F",4,5368
10288,"B","Flight",3,3,215,2,"low","F",2,5661
6365,"C","Ship",2,4,221,3,"low","F",3,4076
2142,"F","Ship",3,3,261,3,"medium","M",14,3479
9950,"F","Ship",6,3,259,4,"high","F",7,1208
3791,"C","Ship",4,2,245,2,"low","M",8,5871
3112,"B","Ship",5,4,229,2,"medium","F",44,2419
10521,"A","Ship",4,4,184,3,"medium","F",9,4500
221,"C","Ship",3,4,242,3,"low","M",29,2381
1639,"D","Road",4,4,209,3,"medium","F",52,2740
4332,"F","Ship",5,5,192,3,"medium","M",3,4015
6804,"F","Ship",3,3,153,10,"medium","M",10,5772
8110,"B","Ship",4,3,160,2,"low","M",5,4522
10582,"B","Ship",4,2,152,4,"medium","F",3,4006
348,"F","Ship",5,3,186,2,"medium","F",58,2259
5233,"D","Ship",3,3,259,3,"medium","F",4,4259
9934,"B","Ship",5,5,235,5,"low","M",4,1758
7796,"F","Road",3,1,160,2,"low","F",10,5642
6855,"A","Flight",3,5,192,3,"low","F",7,4056
3995,"C","Ship",3,3,253,4,"low","F",9,4682
5751,"A","Flight",5,4,250,4,"medium","M",4,4531
646,"B","Ship",4,2,124,3,"high","M",60,1107
2859,"A","Road",2,4,198,3,"low","M",37,2555
1295,"C","Ship",4,3,190,3,"medium","F",2,2125
2795,"C","Ship",2,1,159,2,"low","F",44,1213
8792,"F","Ship",5,2,211,2,"medium","F",2,5077
6450,"F","Flight",5,2,240,3,"low","M",7,4744
8936,"F","Ship",6,4,279,4,"low","F",5,1241
98,"F","Ship",4,1,271,2,"medium","F",8,2401
3697,"D","Flight",4,4,178,6,"low","F",9,5279
1823,"C","Ship",6,3,176,5,"low","F",7,1767
9318,"F","Flight",5,2,217,2,"medium","F",6,4120
3858,"F","Ship",5,1,245,2,"medium","F",2,4882
9227,"C","Ship",4,2,247,2,"medium","M",7,4955
2922,"F","Ship",3,1,257,2,"medium","M",37,3517
10042,"B","Ship",3,3,165,2,"low","M",1,5661
9654,"F","Ship",5,5,266,10,"high","F",2,5890
3912,"F","Ship",4,3,104,4,"medium","M",3,4548
6097,"D","Ship",4,2,156,2,"medium","M",5,4467
5417,"C","Ship",3,1,202,3,"medium","F",9,4322
8212,"B","Road",3,4,206,3,"medium","F",5,5915
1054,"B","Ship",5,2,173,4,"low","M",21,1674
1160,"F","Ship",3,4,266,2,"high","F",55,2779
4682,"F","Ship",5,4,139,2,"medium","F",2,4217
7924,"B","Road",3,4,188,6,"medium","F",6,4031
3685,"D","Road",4,3,258,2,"low","F",2,4308
1657,"D","Flight",3,5,156,6,"low","M",65,1308
7519,"D","Road",6,2,260,3,"low","M",2,4071
3734,"F","Ship",5,5,228,5,"low","F",6,4506
5702,"F","Ship",4,4,147,4,"low","F",8,5882
8594,"F","Ship",3,3,188,4,"medium","M",1,4296
2149,"D","Ship",6,5,152,3,"medium","F",62,1325
1494,"F","Road",4,5,153,3,"low","M",10,1183
4816,"B","Ship",7,2,248,4,"medium","F",1,1163
6701,"C","Road",3,3,136,3,"low","M",10,5175
8911,"D","Flight",6,5,299,4,"low","M",2,1192
5537,"C","Ship",6,2,245,4,"low","F",8,1904
8587,"D","Ship",3,5,251,10,"medium","M",9,5962
899,"C","Ship",3,5,242,3,"medium","M",19,3753
10979,"C","Ship",4,1,253,5,"low","F",2,1362
9930,"F","Ship",6,2,282,4,"medium","M",6,1674
893,"C","Ship",4,1,166,3,"high","F",3,1453
3524,"F","Ship",2,3,226,3,"low","M",8,5119
4113,"A","Flight",5,4,143,5,"medium","F",5,4393
7859,"C","Ship",2,3,239,6,"medium","M",4,4022
657,"A","Ship",3,1,111,4,"low","M",61,1844
2758,"B","Ship",3,1,231,2,"low","M",44,3688
3104,"F","Ship",3,5,159,3,"low","M",46,1857
6552,"F","Road",7,3,264,4,"medium","M",3,1296
4926,"F","Road",4,4,256,3,"low","M",8,4398
982,"B","Ship",3,5,243,3,"medium","M",4,3189
6674,"F","Ship",4,2,232,3,"medium","F",7,5737
15,"A","Flight",4,3,152,3,"low","M",43,1009
4772,"F","Road",5,4,251,2,"low","F",3,5347
9213,"A","Ship",4,5,188,3,"medium","M",8,4125
8019,"A","Ship",4,1,226,5,"medium","M",6,1510
8657,"C","Ship",7,5,265,4,"low","F",1,1601
9592,"B","Flight",4,1,173,5,"low","F",5,5049
95,"C","Ship",4,1,213,4,"high","F",35,2343
10144,"B","Flight",6,4,247,4,"medium","M",2,1858
2326,"B","Flight",4,4,141,2,"low","F",30,1130
3178,"B","Ship",2,1,274,10,"high","F",1,5622
9828,"F","Ship",5,4,143,2,"low","M",1,5872
7285,"D","Ship",5,4,257,2,"medium","M",10,5095
6260,"F","Ship",6,3,306,4,"low","M",10,1372
9312,"F","Flight",3,2,204,2,"high","M",8,4562
4701,"A","Ship",3,1,201,3,"low","F",3,4556
9900,"F","Ship",3,1,109,6,"low","F",6,5457
3763,"D","Ship",6,4,237,5,"medium","F",2,5437
7665,"A","Road",2,2,149,4,"medium","M",7,4598
6627,"A","Ship",3,3,209,2,"medium","M",1,5098
668,"F","Road",3,1,237,4,"low","M",33,2782
63,"A","Ship",5,1,105,6,"medium","M",62,1292
3421,"D","Flight",5,1,228,2,"high","M",6,4984
3911,"C","Ship",4,5,246,3,"medium","F",7,4956
1684,"B","Ship",3,3,250,3,"medium","M",9,2752
7175,"C","Ship",5,5,271,4,"low","M",9,1989
2208,"F","Flight",3,3,160,2,"medium","F",32,1718
6606,"F","Ship",7,4,259,4,"low","M",6,1697
522,"F","Road",4,5,149,2,"medium","M",56,1141
1497,"A","Road",5,2,156,4,"medium","M",39,1204
6664,"B","Ship",2,1,143,3,"low","M",4,4512
3775,"D","Ship",4,2,204,2,"low","F",1,4533
8819,"C","Ship",4,5,234,5,"low","F",2,1087
10300,"B","Ship",6,4,221,5,"low","M",9,4360
8832,"F","Ship",5,5,245,5,"low","M",5,1381
1683,"A","Ship",4,3,101,6,"low","M",37,1344
10811,"C","Road",4,3,256,3,"medium","M",3,4480
9132,"F","Ship",6,3,256,4,"low","F",9,1212
8673,"A","Ship",3,2,224,3,"medium","M",8,5869
2591,"C","Road",4,2,161,3,"medium","F",10,1928
9751,"D","Ship",3,4,181,3,"high","F",9,5470
8135,"C","Ship",4,5,226,2,"low","M",1,4532
9848,"F","Road",5,1,173,4,"medium","F",2,4615
695,"C","Flight",4,4,214,3,"low","M",36,2684
7467,"A","Ship",6,4,250,4,"low","M",2,1969
3823,"D","Road",3,5,163,3,"low","M",5,4570
1558,"B","Ship",4,1,148,3,"low","M",30,1731
6929,"C","Ship",6,4,286,4,"low","F",8,1690
3386,"F","Ship",5,3,250,3,"medium","M",4,4343
9649,"D","Ship",4,3,149,3,"medium","F",5,4031
10763,"C","Ship",5,2,253,5,"medium","M",6,1326
6163,"D","Flight",3,2,220,3,"low","M",8,5032
2860,"B","Road",4,3,137,3,"medium","M",46,1299
3187,"D","Ship",3,1,123,5,"medium","F",10,4231
7111,"D","Road",5,5,235,5,"medium","F",10,1393
4143,"A","Ship",3,1,149,2,"medium","F",7,4147
803,"C","Road",3,2,262,2,"low","F",26,2370
9843,"A","Road",4,5,155,3,"medium","M",3,5939
5357,"C","Flight",2,4,144,4,"low","F",8,5760
518,"F","Ship",5,5,262,2,"medium","F",62,3744
5084,"F","Flight",3,4,157,3,"medium","F",6,5611
8244,"F","Ship",4,4,177,7,"low","F",3,5646
1938,"F","Ship",3,4,181,3,"low","M",45,2486
4465,"D","Ship",4,5,258,2,"medium","M",6,5062
5877,"A","Road",4,3,203,4,"low","F",1,5274
4059,"A","Ship",4,2,249,2,"medium","F",7,5876
6662,"F","Ship",3,1,200,2,"medium","M",8,4337
4136,"F","Ship",3,2,156,3,"medium","M",2,4681
9756,"F","Ship",5,3,175,3,"medium","F",7,5047
7811,"C","Flight",4,3,262,4,"high","F",2,4783
6767,"C","Ship",2,3,248,4,"high","F",2,4521
1382,"F","Flight",3,2,243,2,"low","F",38,3850
261,"A","Road",2,5,159,3,"low","F",49,1621
8581,"D","Ship",4,2,233,4,"high","F",6,5256
10060,"B","Ship",4,5,155,3,"low","F",10,5315
3401,"C","Road",4,2,197,3,"low","F",2,5707
4233,"A","Road",3,1,232,2,"medium","M",10,4719
8348,"F","Road",7,2,297,4,"low","F",7,1383
8934,"F","Ship",5,3,140,5,"medium","F",6,1823
4731,"A","Ship",5,1,269,3,"low","F",5,5031
1910,"F","Road",4,4,224,3,"low","M",29,3623
6784,"B","Ship",5,2,249,3,"low","M",9,5978
4014,"F","Ship",4,5,237,2,"medium","F",10,4963
5095,"D","Ship",4,3,133,2,"low","M",9,4145
2877,"A","Flight",4,5,270,3,"low","M",30,2720
10962,"F","Flight",3,2,164,4,"medium","M",6,5761
10446,"F","Ship",5,5,239,6,"low","M",9,1417
4645,"D","Road",5,3,222,2,"medium","M",3,4460
156,"F","Ship",5,1,114,4,"low","F",47,1443
6020,"F","Road",6,5,282,4,"medium","M",3,1385
3871,"D","Ship",3,2,211,3,"high","M",7,4145
7430,"F","Ship",3,5,194,2,"medium","F",7,4809
136,"B","Flight",3,5,157,3,"medium","F",4,1889
6942,"F","Ship",4,1,264,2,"low","F",3,5258
9159,"A","Road",6,1,283,5,"low","F",10,1304
3639,"A","Ship",3,5,146,5,"high","F",7,4538
10655,"C","Ship",5,1,251,4,"low","M",1,5011
10143,"A","Flight",6,5,267,4,"low","M",3,1550
480,"F","Ship",3,5,179,5,"low","M",56,1113
546,"F","Flight",3,1,168,3,"low","M",46,1886
317,"C","Ship",4,2,238,2,"high","M",17,3358
9186,"F","Flight",7,1,287,4,"medium","M",9,1150
9943,"D","Ship",4,4,266,6,"low","F",2,1776
3745,"D","Ship",6,4,256,4,"high","M",2,5021
6125,"C","Ship",4,5,194,3,"medium","M",3,5168
9504,"F","Ship",5,2,254,2,"medium","M",4,4180
7340,"F","Ship",5,2,245,2,"low","M",6,5366
876,"F","Ship",4,1,222,3,"medium","M",45,3158
3836,"F","Flight",3,5,220,4,"low","M",2,4313
3820,"B","Road",5,5,184,3,"low","F",2,5800
6867,"A","Flight",7,1,302,4,"low","M",4,1647
1451,"C","Ship",3,4,285,6,"low","F",27,2249
4261,"D","Flight",4,2,203,3,"low","F",4,5699
10326,"F","Ship",3,2,188,5,"medium","M",7,5673
5960,"F","Ship",3,4,133,8,"medium","F",10,5439
994,"B","Ship",4,3,210,3,"medium","F",6,2568
2045,"C","Road",3,5,109,5,"low","M",27,1581
6235,"D","Ship",4,4,133,4,"high","F",7,5973
10827,"A","Flight",4,5,167,2,"low","F",10,5067
6111,"A","Ship",4,2,264,3,"low","M",10,5137
4905,"A","Ship",3,1,165,2,"low","M",6,4445
451,"D","Ship",4,4,244,3,"medium","F",55,2782
680,"F","Road",3,1,202,2,"high","M",52,2312
3825,"A","Road",4,2,245,2,"low","M",1,5978
3227,"C","Ship",4,2,271,3,"medium","M",4,4743
1582,"B","Ship",5,1,167,2,"low","M",62,1884
6351,"A","Ship",5,4,193,3,"medium","M",4,5873
9350,"F","Ship",7,5,255,4,"low","F",2,1826
10861,"D","Ship",5,3,237,3,"high","M",7,4208
7307,"C","Ship",3,2,181,3,"low","M",4,5966
2162,"F","Ship",4,2,270,2,"low","M",65,3599
4300,"B","Ship",3,3,214,3,"medium","F",9,5856
9150,"F","Ship",6,5,255,4,"low","F",2,1218
4697,"C","Ship",3,5,204,2,"medium","F",5,4504
2331,"A","Flight",3,4,179,2,"low","M",51,1041
2166,"F","Road",3,1,177,2,"low","M",38,1099
138,"F","Flight",3,5,162,2,"medium","M",7,1739
5588,"F","Ship",4,5,263,3,"medium","M",3,4020
10121,"C","Road",5,4,179,6,"medium","M",1,5433
8319,"A","Ship",7,3,296,4,"medium","F",2,1304
3281,"C","Road",4,3,196,2,"medium","F",7,4116
4396,"B","Flight",4,3,149,3,"medium","F",3,4781
2773,"D","Ship",2,3,159,3,"medium","F",39,1477
7926,"F","Road",4,1,208,2,"low","F",5,5707
1021,"D","Ship",3,4,166,3,"medium","M",43,1095
2953,"D","Ship",3,3,162,3,"low","M",3,1693
4195,"D","Ship",5,5,235,3,"low","F",4,5325
1145,"C","Ship",4,1,118,5,"low","M",50,1413
2861,"C","Road",4,1,168,2,"low","F",41,1515
9314,"F","Flight",3,1,174,3,"medium","F",2,4972
4914,"F","Road",3,1,166,2,"low","M",2,5710
1414,"B","Ship",3,4,243,2,"low","F",14,3693
2138,"F","Ship",5,3,239,4,"low","M",3,3734
6977,"C","Road",6,5,148,4,"low","M",1,5216
4985,"C","Ship",4,2,196,3,"low","M",1,5172
2500,"B","Ship",3,4,240,2,"low","M",8,3883
7857,"A","Ship",4,5,217,3,"medium","M",2,5461
7788,"F","Road",4,4,246,3,"medium","M",5,5029
2783,"C","Ship",4,4,173,3,"medium","F",61,1609
9599,"C","Flight",6,1,215,4,"low","M",1,4581
2084,"F","Ship",5,5,265,3,"medium","M",46,3997
10328,"F","Ship",5,2,172,5,"medium","F",5,4805
4557,"A","Ship",6,5,264,4,"low","M",6,1005
5304,"F","Ship",5,1,203,5,"medium","M",2,4845
4891,"D","Ship",3,4,232,3,"low","F",6,4050
2188,"B","Flight",4,5,155,2,"medium","M",41,1367
1880,"F","Ship",3,1,143,2,"low","F",63,1246
9744,"F","Flight",4,4,146,3,"medium","F",6,4672
5246,"F","Ship",4,4,263,3,"medium","M",10,4680
9076,"B","Ship",3,2,205,3,"high","M",3,4563
5792,"F","Ship",5,1,265,5,"medium","F",3,1514
6368,"F","Ship",3,1,266,3,"low","M",5,5154
10937,"C","Road",5,3,257,5,"medium","M",8,1981
2365,"D","Ship",3,2,164,4,"medium","M",2,1701
2435,"C","Ship",3,5,181,2,"low","M",29,2217
10473,"A","Ship",5,3,221,5,"low","F",8,1109
8260,"B","Ship",5,1,256,5,"low","F",5,1970
9135,"A","Ship",6,1,289,4,"low","M",3,1181
1509,"A","Flight",4,5,259,2,"medium","M",15,2381
3506,"F","Ship",4,4,222,2,"low","M",5,5660
16,"B","Flight",4,3,227,3,"low","F",45,2707
2478,"F","Flight",5,2,209,4,"medium","M",15,3330
1103,"C","Flight",4,1,227,3,"medium","M",54,3043
7287,"A","Ship",4,1,191,2,"low","F",4,5851
5389,"D","Ship",3,3,211,4,"low","M",7,4733
9407,"C","Ship",4,1,274,5,"low","F",5,1581
9399,"A","Ship",7,3,267,4,"medium","F",10,1548
2114,"F","Ship",6,4,164,5,"low","M",20,1555
4371,"A","Road",4,2,221,3,"low","M",10,5632
6388,"B","Ship",4,1,200,2,"medium","F",5,5249
7597,"D","Ship",3,5,224,2,"low","F",10,4380
2286,"F","Ship",4,1,135,2,"high","F",25,1009
9632,"F","Ship",6,4,292,4,"medium","M",8,1779
8230,"B","Flight",4,2,282,4,"medium","M",5,5422
10166,"F","Ship",6,5,286,4,"medium","F",4,4889
8118,"F","Ship",3,1,142,3,"medium","F",10,4915
918,"F","Ship",5,3,188,7,"medium","M",3,3637
2293,"D","Ship",3,5,268,4,"high","M",5,3446
4577,"C","Ship",4,2,196,2,"low","M",4,5852
1232,"F","Flight",4,2,272,2,"low","M",57,2377
2042,"F","Road",4,4,162,2,"medium","M",30,1158
4881,"A","Ship",3,3,218,3,"low","F",4,5086
796,"B","Road",4,1,158,3,"low","F",32,1061
9983,"C","Road",5,3,202,2,"low","F",9,5645
8163,"A","Ship",5,5,257,3,"medium","F",9,5972
2627,"C","Ship",3,3,156,3,"high","F",20,1305
6685,"D","Ship",4,3,150,2,"high","F",8,4965
10103,"C","Ship",4,2,220,3,"low","F",9,5896
5107,"D","Ship",6,1,145,3,"medium","F",1,4346
9257,"C","Ship",5,3,273,4,"medium","M",1,5119
210,"F","Ship",2,5,148,3,"high","F",11,1502
8964,"F","Ship",5,2,183,5,"high","F",8,4820
8731,"D","Ship",4,3,175,2,"medium","M",3,4961
8937,"A","Ship",4,3,225,5,"medium","M",3,1224
236,"F","Ship",2,2,134,3,"low","M",38,1352
10189,"D","Ship",5,4,243,5,"medium","F",4,1813
9626,"F","Ship",7,4,301,4,"low","F",1,1150
9906,"F","Ship",5,1,137,5,"low","M",4,4586
7557,"A","Ship",3,3,261,3,"medium","M",4,5482
7996,"B","Ship",4,1,201,8,"medium","M",4,4295
9398,"F","Ship",6,4,286,4,"medium","F",1,1539
4031,"C","Ship",3,2,154,2,"medium","M",4,5864
5219,"C","Flight",6,3,274,4,"low","M",2,1833
6143,"C","Road",4,4,207,3,"low","F",10,4533
2198,"F","Flight",3,3,163,3,"medium","F",65,1614
3917,"C","Ship",4,4,272,2,"low","M",10,4826
6779,"C","Ship",5,5,268,3,"medium","F",7,4480
3479,"C","Ship",5,2,260,3,"low","M",1,4799
7480,"B","Ship",4,5,273,5,"medium","F",7,1409
4024,"B","Ship",3,4,175,3,"low","M",6,5503
859,"D","Ship",4,3,119,5,"medium","M",5,1841
8853,"A","Ship",3,1,242,8,"medium","M",4,4943
1036,"B","Ship",3,5,253,2,"medium","M",17,2205
1254,"F","Ship",5,3,197,2,"low","F",48,2481
8028,"F","Ship",6,5,301,4,"low","F",7,1393
6279,"A","Road",6,3,261,4,"medium","F",8,1397
5571,"A","Ship",5,4,215,2,"low","F",1,5669
641,"C","Ship",4,4,157,2,"low","F",2,1087
1773,"A","Road",5,3,204,2,"low","M",40,2181
10513,"D","Ship",4,5,226,2,"low","M",10,4706
331,"D","Ship",3,4,197,3,"medium","F",56,3427
4533,"A","Flight",4,5,140,3,"low","F",7,5383
906,"F","Ship",4,4,147,3,"low","M",13,1145
4707,"A","Ship",4,5,252,2,"low","F",9,4157
10673,"C","Road",5,2,258,5,"high","M",6,1059
10102,"B","Ship",4,3,203,2,"low","M",8,5597
6129,"A","Ship",3,3,132,2,"medium","M",1,4687
1062,"F","Ship",4,2,199,3,"low","M",64,2470
1165,"D","Ship",5,2,230,6,"low","M",10,3604
1787,"C","Flight",6,2,148,4,"low","M",56,1511
9576,"F","Road",5,5,199,3,"high","M",6,5547
8783,"C","Flight",3,2,273,3,"high","M",8,5754
2001,"A","Ship",4,3,135,3,"medium","F",11,1322
6245,"C","Ship",4,2,201,8,"medium","F",9,5146
6209,"C","Ship",5,3,258,2,"low","F",10,5371
3540,"F","Road",3,3,242,3,"low","F",8,4199
8496,"F","Flight",4,2,185,3,"low","M",8,4322
7409,"C","Flight",5,2,255,5,"medium","M",4,1634
167,"C","Ship",5,2,141,3,"high","F",34,1020
4757,"C","Ship",6,5,265,4,"low","M",7,1404
1624,"B","Road",3,4,157,2,"medium","M",12,1694
6854,"F","Flight",4,3,182,3,"high","F",3,5624
4295,"C","Ship",3,4,253,3,"high","F",8,5857
10952,"F","Road",5,2,244,6,"low","M",1,1199
4241,"C","Road",3,1,235,4,"high","M",7,4833
1204,"B","Ship",4,1,257,3,"low","M",47,1308
970,"B","Flight",2,1,121,2,"medium","F",18,1839
8955,"A","Ship",3,2,271,5,"low","M",5,4880
8366,"F","Flight",5,1,248,4,"low","F",6,1944
1713,"A","Ship",3,4,242,5,"low","M",5,2307
2443,"D","Road",4,3,271,2,"medium","M",22,2595
2592,"F","Road",5,5,266,4,"medium","M",62,2201
10896,"F","Ship",6,3,244,3,"medium","M",4,5277
9008,"F","Ship",3,5,245,4,"low","M",8,5600
8183,"C","Ship",3,5,196,3,"low","M",1,5303
10820,"F","Flight",4,4,249,3,"medium","F",4,5809
3067,"D","Ship",3,4,158,3,"high","M",41,1137
1141,"D","Ship",4,1,260,2,"low","M",2,2980
1548,"F","Ship",5,5,163,3,"low","M",54,1536
10909,"D","Ship",4,1,192,4,"high","M",10,4570
282,"F","Flight",5,4,147,3,"medium","M",23,1132
4424,"F","Ship",4,3,262,2,"low","M",10,5524
4861,"D","Ship",4,1,212,3,"low","M",3,4896
5073,"A","Flight",5,1,262,2,"high","M",9,5008
165,"A","Ship",3,5,141,2,"low","M",52,1692
2246,"F","Ship",5,3,206,2,"medium","F",59,3278
5768,"F","Flight",5,4,259,5,"low","F",2,1627
10867,"D","Ship",4,3,185,2,"low","M",3,5914
10041,"A","Ship",5,2,146,3,"low","F",5,4725
7920,"F","Road",5,1,223,3,"medium","F",4,4905
10912,"B","Ship",4,5,227,10,"low","M",7,4403
6971,"C","Road",4,3,206,2,"low","M",9,5076
8741,"C","Ship",3,5,168,3,"low","M",8,5877
1280,"F","Ship",3,2,213,2,"medium","F",54,2809
2670,"F","Ship",3,1,206,2,"medium","F",56,2069
7779,"A","Ship",5,2,179,3,"medium","M",5,4325
8404,"B","Ship",3,4,250,3,"low","M",6,5565
10600,"B","Ship",3,1,226,3,"medium","F",8,5000
1827,"A","Ship",4,5,188,3,"low","F",6,3361
7994,"F","Ship",4,2,254,7,"low","F",6,5121
1083,"A","Road",6,3,236,3,"medium","M",6,2639
9497,"C","Ship",3,3,221,3,"low","F",5,4388
2438,"F","Ship",4,5,206,3,"low","F",65,2598
1489,"D","Road",4,3,164,3,"low","M",28,1880
2186,"F","Road",5,3,219,3,"low","M",1,2027
6913,"D","Ship",5,1,251,5,"low","F",7,1924
10705,"D","Ship",5,1,257,5,"medium","M",1,1619
7067,"C","Ship",3,1,210,3,"medium","M",4,5683
8640,"F","Flight",4,3,245,5,"low","M",4,1470
5900,"F","Flight",4,5,137,2,"low","M",7,4068
1429,"D","Ship",6,2,135,5,"low","M",26,1585
9389,"C","Ship",6,3,141,3,"low","M",7,5222
233,"C","Ship",5,5,134,2,"medium","M",53,1088
10489,"D","Ship",5,1,143,3,"medium","F",3,4907
9301,"D","Road",4,2,149,6,"low","F",6,4904
4417,"D","Ship",3,5,159,3,"medium","M",9,4555
8774,"F","Flight",3,1,162,3,"medium","F",10,5726
8824,"B","Ship",6,2,305,4,"low","F",9,1567
10066,"B","Ship",4,4,196,4,"low","F",10,4871
7144,"B","Ship",4,4,245,6,"low","F",6,1437
7478,"F","Ship",5,2,262,5,"low","M",4,1509
6,"F","Flight",3,1,162,3,"medium","F",12,1417
4815,"A","Ship",7,3,286,4,"low","F",3,1670
4908,"F","Road",3,4,200,2,"medium","F",6,4751
997,"D","Ship",4,3,151,4,"medium","M",13,1583
4558,"B","Ship",6,2,256,5,"medium","F",2,1449
7199,"C","Ship",6,4,291,4,"low","F",5,1112
10984,"B","Ship",4,3,229,6,"medium","M",1,1235
1317,"A","Ship",3,2,181,3,"low","F",29,2164
10506,"F","Ship",4,2,136,4,"low","F",3,4190
10957,"D","Flight",4,3,192,4,"high","M",7,4949
7536,"F","Flight",4,2,270,3,"medium","F",4,5566
1808,"F","Ship",5,1,180,2,"low","M",35,1204
521,"C","Ship",3,1,145,2,"low","F",34,1773
5625,"A","Flight",5,3,143,2,"medium","M",5,5612
1977,"A","Ship",4,3,162,3,"low","M",53,1194
3573,"A","Flight",3,5,245,10,"medium","M",8,4909
8198,"F","Road",4,5,216,3,"medium","F",7,5891
10174,"B","Ship",4,3,211,2,"low","F",6,5473
2639,"C","Ship",3,2,151,3,"low","M",40,1173
5869,"D","Road",3,3,145,3,"medium","M",1,5709
4797,"A","Flight",5,2,275,4,"medium","F",10,1141
6716,"F","Flight",6,4,221,5,"medium","M",8,4511
6428,"F","Road",3,5,172,3,"medium","M",1,5024
6249,"A","Ship",5,2,145,3,"medium","M",2,4836
2487,"A","Ship",2,2,147,2,"medium","F",49,1447
4441,"D","Ship",3,2,153,3,"medium","F",3,5251
3038,"F","Ship",5,4,135,2,"medium","F",20,1908
4409,"C","Ship",3,3,147,3,"low","M",4,5805
6861,"A","Flight",4,2,249,6,"low","F",9,1673
2712,"F","Ship",5,2,246,2,"medium","M",13,2652
10748,"F","Ship",4,2,232,5,"medium","F",3,1500
6739,"D","Ship",5,5,192,2,"low","M",10,5564
540,"F","Road",4,4,266,4,"medium","F",33,2701
6775,"D","Ship",3,2,150,3,"low","M",2,4660
7103,"C","Road",5,2,275,5,"low","F",10,1924
8635,"D","Flight",7,5,269,4,"medium","M",2,1592
4563,"A","Ship",6,4,272,4,"low","F",7,1706
7881,"A","Ship",2,2,220,3,"low","M",1,5289
6967,"D","Road",2,3,215,2,"medium","F",3,5052
4760,"F","Ship",6,5,255,4,"low","F",9,1197
180,"F","Ship",5,5,255,4,"medium","M",3,3440
9731,"C","Flight",3,5,138,2,"medium","M",1,4881
5610,"F","Road",4,4,238,2,"low","F",4,4337
1652,"F","Flight",4,1,167,3,"low","F",57,1782
1431,"A","Ship",6,2,265,3,"low","M",3,1904
2865,"A","Road",5,4,256,3,"low","F",43,3658
4173,"A","Ship",3,3,166,3,"high","M",6,5089
4331,"C","Ship",5,2,168,4,"low","M",10,5373
10031,"C","Ship",4,4,186,3,"low","F",8,4969
8292,"F","Ship",4,2,208,3,"low","M",8,4342
2193,"A","Flight",4,4,252,3,"medium","F",7,2477
9545,"C","Ship",3,3,149,2,"low","M",8,4556
3467,"C","Ship",4,3,143,3,"medium","F",3,5062
6484,"B","Ship",4,1,251,4,"low","M",3,4433
1685,"C","Ship",4,2,247,3,"medium","F",64,2198
7121,"C","Flight",4,4,260,3,"low","M",9,4224
9800,"F","Ship",4,2,170,2,"low","M",3,4299
4002,"F","Ship",2,3,205,3,"low","M",1,5137
2516,"F","Ship",4,3,220,3,"medium","M",8,3342
